paper_id,material_base,pa6_pct,glass_fiber_pct,graphite_pct,mos2_pct,pa66_pct,other_ingredients,other_ingredients_wt_pct,load_N,speed_ms,distance_m,PV_factor,counterface,test_type,environment,humidity_pct,temperature_C,fabrication,COF,wear_rate_mm3Nm,wear_volume_mm3,mass_loss_mg,contact_temp_C,source_doi,extraction_method,confidence,notes,date_added
BOLAT2024,PA6,100,0,0,0,0,,,40,2.0,240,,other,PoD,dry,,23,AM,0.59,4.7083e-03,45.2,,,10.1002/pc.28236,bar_chart,medium,secondary annealing at 138 C for 40 min; volume loss 45.2 mm3 from Fig 8B; COF 0.59 from Fig 9B; SiC paper 320 grit counterface,2026-09-01
CARTLEDGE1996,PA6,40,60,0,0,0,,,10,0.006,,,other,scratch,dry,,23,,0.30,,,,,10.1016/0043-1648(95)06839-2,bar_chart,high,"Parallel scratch direction; cooling rate -1 °C/min (hot-press consolidation at 245 C and 1 MPa, 37% matrix crystallinity); speed 6 mm/s; GF 40 vol% (~60 wt% from density 1.70 g/cm3); counterface: 136° pyramidal diamond indenter",2026-09-01
CARTLEDGE1996,PA6,40,60,0,0,0,,,10,0.006,,,other,scratch,dry,,23,,0.28,,,,,10.1016/0043-1648(95)06839-2,bar_chart,high,"Parallel scratch direction; cooling rate -3 °C/min (air cooling, 33% matrix crystallinity); speed 6 mm/s; GF 40 vol% (~60 wt% from density 1.70 g/cm3); counterface: 136° pyramidal diamond indenter",2026-09-01
CARTLEDGE1996,PA6,40,60,0,0,0,,,10,0.006,,,other,scratch,dry,,23,,0.20,,,,,10.1016/0043-1648(95)06839-2,bar_chart,high,"Parallel scratch direction; cooling rate -60 °C/min (water quench, 28% matrix crystallinity); speed 6 mm/s; GF 40 vol% (~60 wt% from density 1.70 g/cm3); counterface: 136° pyramidal diamond indenter",2026-09-01
CARTLEDGE1996,PA6,40,60,0,0,0,,,10,0.006,,,other,scratch,dry,,23,,0.36,,,,,10.1016/0043-1648(95)06839-2,bar_chart,high,"Transverse scratch direction; cooling rate -1 °C/min (hot-press consolidation at 245 C and 1 MPa, 37% matrix crystallinity); speed 6 mm/s; GF 40 vol% (~60 wt% from density 1.70 g/cm3); counterface: 136° pyramidal diamond indenter",2026-09-01
CARTLEDGE1996,PA6,40,60,0,0,0,,,10,0.006,,,other,scratch,dry,,23,,0.31,,,,,10.1016/0043-1648(95)06839-2,bar_chart,high,"Transverse scratch direction; cooling rate -3 °C/min (air cooling, 33% matrix crystallinity); speed 6 mm/s; GF 40 vol% (~60 wt% from density 1.70 g/cm3); counterface: 136° pyramidal diamond indenter",2026-09-01
CARTLEDGE1996,PA6,40,60,0,0,0,,,10,0.006,,,other,scratch,dry,,23,,0.27,,,,,10.1016/0043-1648(95)06839-2,bar_chart,high,"Transverse scratch direction; cooling rate -60 °C/min (water quench, 28% matrix crystallinity); speed 6 mm/s; GF 40 vol% (~60 wt% from density 1.70 g/cm3); counterface: 136° pyramidal diamond indenter",2026-09-01
CARTLEDGE1996,PA6,40,60,0,0,0,,,10,0.006,,,other,scratch,dry,,23,,0.34,,,,,10.1016/0043-1648(95)06839-2,bar_chart,high,"Normal scratch direction; cooling rate -3 °C/min (air cooling, 33% matrix crystallinity); speed 6 mm/s; GF 40 vol% (~60 wt% from density 1.70 g/cm3); counterface: 136° pyramidal diamond indenter",2026-09-01
CARTLEDGE1996,PA6,40,60,0,0,0,,,10,0.006,,,other,scratch,dry,,23,,0.33,,,,,10.1016/0043-1648(95)06839-2,bar_chart,high,"Normal scratch direction; cooling rate -60 °C/min (water quench, 28% matrix crystallinity); speed 6 mm/s; GF 40 vol% (~60 wt% from density 1.70 g/cm3); counterface: 136° pyramidal diamond indenter",2026-09-01
CASTPA6G2018,PA6,100,0,0,0,0,,,59.89,0.14,2016,0.43,steel,PoD,dry,57,23,cast,0.50,5.69e-06,0.687,,40,10.1016/j.compositesb.2018.10.017,line_graph,high,PoD LPV normal operating condition; pin 5 mm dia x 3 mm height vs S235 steel disc; steady-state COF 0.50; linear wear 0.035 mm; bulk temp 40 C,2026-09-01
CASTPA6G2018,PA6,100,0,0,0,0,,,159.83,0.22,3168,1.79,steel,PoD,dry,57,23,cast,0.75,6.59e-06,3.338,,180,10.1016/j.compositesb.2018.10.017,prose,high,PoD HPV overload condition; pin 5 mm dia x 3 mm height vs S235 steel disc; severe surface softening/melting after 2000 m; bulk temp 180 C,2026-09-01
CASTPA6G2018,PA6,100,0,0,0,0,,,68.72,0.0083,,,steel,BoP,dry,57,23,cast,0.271,,,,,10.1016/j.compositesb.2018.10.017,table,high,Dynamic PoP speed sweep Level 1 (v = 0.0083 m/s); pin 5 mm dia vs S235 steel plate; average of cycles 1-2 from Table 3,2026-09-01
CASTPA6G2018,PA6,100,0,0,0,0,,,68.72,0.016,,,steel,BoP,dry,57,23,cast,0.270,,,,,10.1016/j.compositesb.2018.10.017,table,high,Dynamic PoP speed sweep Level 2 (v = 0.016 m/s); pin 5 mm dia vs S235 steel plate; average of cycles 3-4 from Table 3,2026-09-01
CASTPA6G2018,PA6,100,0,0,0,0,,,68.72,0.030,,,steel,BoP,dry,57,23,cast,0.267,,,,,10.1016/j.compositesb.2018.10.017,table,high,Dynamic PoP speed sweep Level 3 (v = 0.030 m/s); pin 5 mm dia vs S235 steel plate; average of cycles 5-6 from Table 3,2026-09-01
CASTPA6G2018,PA6,100,0,0,0,0,,,68.72,0.041,,,steel,BoP,dry,57,23,cast,0.266,,,,,10.1016/j.compositesb.2018.10.017,table,high,Dynamic PoP speed sweep Level 4 (v = 0.041 m/s); pin 5 mm dia vs S235 steel plate; average of cycles 7-8 from Table 3,2026-09-01
CASTPA6G2018,PA6,100,0,0,0,0,,,68.72,0.083,,,steel,BoP,dry,57,23,cast,0.265,,,,,10.1016/j.compositesb.2018.10.017,table,high,Dynamic PoP speed sweep Level 5 (v = 0.083 m/s); pin 5 mm dia vs S235 steel plate; average of cycles 9-10 from Table 3,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,8,0.5,36000,0.25,steel,PoD,dry,,23,AM,0.37,4.20e-07,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); Parallel (P) orientation; 0.5 MPa (8 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,16,0.5,36000,0.50,steel,PoD,dry,,23,AM,0.49,2.08e-06,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); Parallel (P) orientation; 1.0 MPa (16 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,32,0.5,36000,1.00,steel,PoD,dry,,23,AM,0.53,2.31e-06,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); Parallel (P) orientation; 2.0 MPa (32 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,8,0.5,36000,0.25,steel,PoD,dry,,23,AM,0.31,6.60e-07,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); Anti-parallel (AP) orientation; 0.5 MPa (8 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,16,0.5,36000,0.50,steel,PoD,dry,,23,AM,0.40,2.34e-06,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); Anti-parallel (AP) orientation; 1.0 MPa (16 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,32,0.5,36000,1.00,steel,PoD,dry,,23,AM,0.43,2.45e-06,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); Anti-parallel (AP) orientation; 2.0 MPa (32 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,8,0.5,36000,0.25,steel,PoD,dry,,23,AM,0.36,3.26e-06,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); Normal (N) orientation; 0.5 MPa (8 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,32,0.5,36000,1.00,steel,PoD,dry,,23,AM,0.45,1.256e-05,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); Normal (N) orientation; 2.0 MPa (32 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,8,0.5,36000,0.25,steel,PoD,dry,,23,AM,0.38,3.45e-06,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); N-perpendicular layer orientation; 0.5 MPa (8 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,16,0.5,36000,0.50,steel,PoD,dry,,23,AM,0.42,5.47e-06,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); N-perpendicular layer orientation; 1.0 MPa (16 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,8,0.5,36000,0.25,steel,PoD,dry,,23,AM,0.35,3.07e-06,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); N-parallel layer orientation; 0.5 MPa (8 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,16,0.5,36000,0.50,steel,PoD,dry,,23,AM,0.39,5.95e-06,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); N-parallel layer orientation; 1.0 MPa (16 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,32,0.5,36000,1.00,steel,PoD,dry,,23,AM,0.44,1.156e-05,,,,10.1016/j.compositesb.2021.109332,table,high,As-printed FFF continuous CF/PA6 (35 vol% / ~45.7 wt% CF); N-parallel layer orientation; 2.0 MPa (32 N); SKF steel washer disc counterface; Table 1,2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,8,0.5,36000,0.25,steel,PoD,dry,,23,AM,0.46,6.40e-07,,,,10.1016/j.compositesb.2021.109332,table,high,"CM post-processed continuous CF/PA6 (230 C, 5 MPa, 35 vol% / ~45.7 wt% CF); Parallel (P) orientation; 0.5 MPa (8 N); Table 2",2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,32,0.5,36000,1.00,steel,PoD,dry,,23,AM,0.57,1.83e-06,,,,10.1016/j.compositesb.2021.109332,table,high,"CM post-processed continuous CF/PA6 (230 C, 5 MPa, 35 vol% / ~45.7 wt% CF); Parallel (P) orientation; 2.0 MPa (32 N); Table 2",2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,8,0.5,36000,0.25,steel,PoD,dry,,23,AM,0.55,4.40e-07,,,,10.1016/j.compositesb.2021.109332,table,high,"CM post-processed continuous CF/PA6 (230 C, 5 MPa, 35 vol% / ~45.7 wt% CF); Anti-parallel (AP) orientation; 0.5 MPa (8 N); Table 2",2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,16,0.5,36000,0.50,steel,PoD,dry,,23,AM,0.52,1.30e-06,,,,10.1016/j.compositesb.2021.109332,table,high,"CM post-processed continuous CF/PA6 (230 C, 5 MPa, 35 vol% / ~45.7 wt% CF); Anti-parallel (AP) orientation; 1.0 MPa (16 N); Table 2",2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,32,0.5,36000,1.00,steel,PoD,dry,,23,AM,0.51,2.08e-06,,,,10.1016/j.compositesb.2021.109332,table,high,"CM post-processed continuous CF/PA6 (230 C, 5 MPa, 35 vol% / ~45.7 wt% CF); Anti-parallel (AP) orientation; 2.0 MPa (32 N); Table 2",2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,8,0.5,36000,0.25,steel,PoD,dry,,23,AM,0.34,1.91e-06,,,,10.1016/j.compositesb.2021.109332,table,high,"CM post-processed continuous CF/PA6 (230 C, 5 MPa, 35 vol% / ~45.7 wt% CF); Normal (N) orientation; 0.5 MPa (8 N); Table 2",2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,16,0.5,36000,0.50,steel,PoD,dry,,23,AM,0.38,4.80e-06,,,,10.1016/j.compositesb.2021.109332,table,high,"CM post-processed continuous CF/PA6 (230 C, 5 MPa, 35 vol% / ~45.7 wt% CF); Normal (N) orientation; 1.0 MPa (16 N); Table 2",2026-09-01
CFPA6FFF2021,PA6,54.3,0,0,0,0,carbon fiber,45.7,32,0.5,36000,1.00,steel,PoD,dry,,23,AM,0.37,6.73e-06,,,,10.1016/j.compositesb.2021.109332,table,high,"CM post-processed continuous CF/PA6 (230 C, 5 MPa, 35 vol% / ~45.7 wt% CF); Normal (N) orientation; 2.0 MPa (32 N); Table 2",2026-09-01
CHEN2022,PA6,100,0,0,0,,,,,10,,100,steel,BoP,dry,,22,extrusion,0.673,0.000836,,,,10.1016/j.compscitech.2022.109719,bar_chart,high,,2026-09-01
CHEN2022,PA6,90,0,10,0,,,,,10,,100,steel,BoP,dry,,22,extrusion,0.503,0.000501,,,,10.1016/j.comps,10.1016/j.comps,high,,2026-09-01
CHERNETS2023,PA6,100,0,0,0,0,,,14.14,0.4,10800,0.80,steel,PoD,dry,50,23,cast,0.72,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled cast PA6 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 2 MPa (load 14.14 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,100,0,0,0,0,,,28.27,0.4,10800,1.60,steel,PoD,dry,50,23,cast,0.52,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled cast PA6 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 4 MPa (load 28.27 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,100,0,0,0,0,,,42.41,0.4,10800,2.40,steel,PoD,dry,50,23,cast,0.39,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled cast PA6 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 6 MPa (load 42.41 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,100,0,0,0,0,,,56.55,0.4,10800,3.20,steel,PoD,dry,50,23,cast,0.34,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled cast PA6 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 8 MPa (load 56.55 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,100,0,0,0,0,,,84.82,0.4,10800,4.80,steel,PoD,dry,50,23,cast,0.28,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled cast PA6 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 12 MPa (load 84.82 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA66,0,0,0,0,100,,,14.14,0.4,10800,0.80,steel,PoD,dry,50,23,cast,0.70,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled PA66 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 2 MPa (load 14.14 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA66,0,0,0,0,100,,,28.27,0.4,10800,1.60,steel,PoD,dry,50,23,cast,0.50,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled PA66 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 4 MPa (load 28.27 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA66,0,0,0,0,100,,,42.41,0.4,10800,2.40,steel,PoD,dry,50,23,cast,0.36,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled PA66 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 6 MPa (load 42.41 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA66,0,0,0,0,100,,,56.55,0.4,10800,3.20,steel,PoD,dry,50,23,cast,0.31,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled PA66 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 8 MPa (load 56.55 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA66,0,0,0,0,100,,,84.82,0.4,10800,4.80,steel,PoD,dry,50,23,cast,0.25,,,,,10.24874/ti.1526.07.23.09,line_graph,high,Unfilled PA66 vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 12 MPa (load 84.82 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,30,0,0,0,,,14.14,0.4,10800,0.80,steel,PoD,dry,50,23,cast,0.88,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% GF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 2 MPa (load 14.14 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,30,0,0,0,,,28.27,0.4,10800,1.60,steel,PoD,dry,50,23,cast,0.68,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% GF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 4 MPa (load 28.27 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,30,0,0,0,,,42.41,0.4,10800,2.40,steel,PoD,dry,50,23,cast,0.53,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% GF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 6 MPa (load 42.41 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,30,0,0,0,,,56.55,0.4,10800,3.20,steel,PoD,dry,50,23,cast,0.48,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% GF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 8 MPa (load 56.55 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,30,0,0,0,,,84.82,0.4,10800,4.80,steel,PoD,dry,50,23,cast,0.41,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% GF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 12 MPa (load 84.82 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,0,0,0,0,CF,30,14.14,0.4,10800,0.80,steel,PoD,dry,50,23,cast,0.78,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% CF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 2 MPa (load 14.14 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,0,0,0,0,CF,30,28.27,0.4,10800,1.60,steel,PoD,dry,50,23,cast,0.61,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% CF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 4 MPa (load 28.27 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,0,0,0,0,CF,30,42.41,0.4,10800,2.40,steel,PoD,dry,50,23,cast,0.48,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% CF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 6 MPa (load 42.41 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,0,0,0,0,CF,30,56.55,0.4,10800,3.20,steel,PoD,dry,50,23,cast,0.44,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% CF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 8 MPa (load 56.55 N per pin); Fig. 6,2026-09-01
CHERNETS2023,PA6,70,0,0,0,0,CF,30,84.82,0.4,10800,4.80,steel,PoD,dry,50,23,cast,0.35,,,,,10.24874/ti.1526.07.23.09,line_graph,high,PA6 + 30 wt% CF vs normalized C45 steel disc (Ra = 0.8-1.0 um); pressure 12 MPa (load 84.82 N per pin); Fig. 6,2026-09-01
CHERNETSSWIC,PA6,100,0,0,0,0,,,14.14,0.4,10800,0.80,steel,PoD,dry,50,20,extrusion,0.41,5.22e-09,,,,10.12913/22998624/161591,table,high,"Unfilled PA6 (Sustamid 6, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 2 MPa (load 14.14 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA6,100,0,0,0,0,,,28.27,0.4,10800,1.60,steel,PoD,dry,50,20,extrusion,0.41,4.80e-09,,,,10.12913/22998624/161591,table,high,"Unfilled PA6 (Sustamid 6, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 4 MPa (load 28.27 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA6,100,0,0,0,0,,,42.41,0.4,10800,2.40,steel,PoD,dry,50,20,extrusion,0.41,4.76e-09,,,,10.12913/22998624/161591,table,high,"Unfilled PA6 (Sustamid 6, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 6 MPa (load 42.41 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA66,0,0,0,0,100,,,14.14,0.4,10800,0.80,steel,PoD,dry,50,20,extrusion,0.40,3.85e-09,,,,10.12913/22998624/161591,table,high,"Unfilled PA66 (Sustamid 66, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 2 MPa (load 14.14 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA66,0,0,0,0,100,,,28.27,0.4,10800,1.60,steel,PoD,dry,50,20,extrusion,0.40,3.20e-09,,,,10.12913/22998624/161591,table,high,"Unfilled PA66 (Sustamid 66, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 4 MPa (load 28.27 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA66,0,0,0,0,100,,,42.41,0.4,10800,2.40,steel,PoD,dry,50,20,extrusion,0.40,2.78e-09,,,,10.12913/22998624/161591,table,high,"Unfilled PA66 (Sustamid 66, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 6 MPa (load 42.41 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA6,70,30,0,0,0,,,14.14,0.4,10800,0.80,steel,PoD,dry,50,20,extrusion,0.62,4.67e-09,,,,10.12913/22998624/161591,table,high,"PA6 + 30 wt% GF (Sustamid 6 GF30, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 2 MPa (load 14.14 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA6,70,30,0,0,0,,,28.27,0.4,10800,1.60,steel,PoD,dry,50,20,extrusion,0.62,3.90e-09,,,,10.12913/22998624/161591,table,high,"PA6 + 30 wt% GF (Sustamid 6 GF30, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 4 MPa (load 28.27 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA6,70,30,0,0,0,,,42.41,0.4,10800,2.40,steel,PoD,dry,50,20,extrusion,0.62,3.47e-09,,,,10.12913/22998624/161591,table,high,"PA6 + 30 wt% GF (Sustamid 6 GF30, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 6 MPa (load 42.41 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA6,70,0,0,0,0,CF,30,14.14,0.4,10800,0.80,steel,PoD,dry,50,20,extrusion,0.48,2.45e-09,,,,10.12913/22998624/161591,table,high,"PA6 + 30 wt% CF (Sustamid 6 ESD 60, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 2 MPa (load 14.14 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA6,70,0,0,0,0,CF,30,28.27,0.4,10800,1.60,steel,PoD,dry,50,20,extrusion,0.48,1.94e-09,,,,10.12913/22998624/161591,table,high,"PA6 + 30 wt% CF (Sustamid 6 ESD 60, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 4 MPa (load 28.27 N); Table 1 & Table 3",2026-09-01
CHERNETSSWIC,PA6,70,0,0,0,0,CF,30,42.41,0.4,10800,2.40,steel,PoD,dry,50,20,extrusion,0.48,1.92e-09,,,,10.12913/22998624/161591,table,high,"PA6 + 30 wt% CF (Sustamid 6 ESD 60, Rochling) vs normalized C45 steel disc (Rz = 0.8-0.9 um); pressure 6 MPa (load 42.41 N); Table 1 & Table 3",2026-09-01
GFRPA6PV2023,PA6,100,0,0,0,0,,,10,0.613,55.13,0.078,other,PoD,dry,50,25,injection,0.878,0.012371,6.814,7.7,,10.1016/j.triboint.2023.109059,table,high,Module 1 load sweep; pure PA6 pin vs SiC grit 200 sandpaper; 300 rpm (0.613 m/s); Table 5 & Table 7,2026-09-01
GFRPA6PV2023,PA6,100,0,0,0,0,,,20,0.613,55.13,0.156,other,PoD,dry,50,25,injection,0.857,0.011327,12.478,14.1,,10.1016/j.triboint.2023.109059,table,high,Module 1 load sweep; pure PA6 pin vs SiC grit 200 sandpaper; 300 rpm (0.613 m/s); Table 5 & Table 7,2026-09-01
GFRPA6PV2023,PA6,100,0,0,0,0,,,35,0.613,55.13,0.273,other,PoD,dry,50,25,injection,0.832,0.009951,19.204,21.7,,10.1016/j.triboint.2023.109059,table,high,Module 1 load sweep; pure PA6 pin vs SiC grit 200 sandpaper; 300 rpm (0.613 m/s); Table 5 & Table 7,2026-09-01
GFRPA6PV2023,PA6,100,0,0,0,0,,,50,0.613,55.13,0.390,other,PoD,dry,50,25,injection,0.819,0.007551,20.796,23.5,,10.1016/j.triboint.2023.109059,table,high,Module 1 load sweep; pure PA6 pin vs SiC grit 200 sandpaper; 300 rpm (0.613 m/s); Table 5 & Table 7,2026-09-01
GFRPA6PV2023,PA6,57,43,0,0,0,,,10,0.613,55.13,0.078,other,PoD,dry,50,25,injection,0.858,0.010117,5.573,7.3,,10.1016/j.triboint.2023.109059,table,high,Module 1 load sweep; PA6 + 25 vol% (~43 wt%) GF pin vs SiC grit 200 sandpaper; 300 rpm (0.613 m/s); Table 5 & Table 7,2026-09-01
GFRPA6PV2023,PA6,57,43,0,0,0,,,20,0.613,55.13,0.156,other,PoD,dry,50,25,injection,0.821,0.009563,10.534,13.8,,10.1016/j.triboint.2023.109059,table,high,Module 1 load sweep; PA6 + 25 vol% (~43 wt%) GF pin vs SiC grit 200 sandpaper; 300 rpm (0.613 m/s); Table 5 & Table 7,2026-09-01
GFRPA6PV2023,PA6,57,43,0,0,0,,,35,0.613,55.13,0.273,other,PoD,dry,50,25,injection,0.813,0.007161,13.817,18.1,,10.1016/j.triboint.2023.109059,table,high,Module 1 load sweep; PA6 + 25 vol% (~43 wt%) GF pin vs SiC grit 200 sandpaper; 300 rpm (0.613 m/s); Table 5 & Table 7,2026-09-01
